"KIS_ID","Chromosome","Start_position","End_position","UMAG_ID","Description","Gene_type","Prot_ID"
"KIS70863","USMA_521_v2_3",1556013,1557659,"UMAG_02008","hypothetical protein","Hypothetical","8913"
"KIS70864","USMA_521_v2_3",1559062,1559616,"UMAG_11387","hypothetical protein","Hypothetical","8914"
"KIS70865","USMA_521_v2_3",1560211,1561980,"UMAG_02010","hypothetical protein","Hypothetical","8915"
"KIS70866","USMA_521_v2_3",1562135,1564264,"UMAG_02011","hypothetical protein","Hypothetical","8916"
"KIS70867","USMA_521_v2_3",1565980,1568868,"UMAG_02012","hypothetical protein","Hypothetical","8917"
"KIS70868","USMA_521_v2_3",1569895,1570752,"UMAG_11388","hypothetical protein","Hypothetical","8918"
"KIS70869","USMA_521_v2_3",1570851,1572170,"UMAG_02014","hypothetical protein","Hypothetical","8919"
"KIS70870","USMA_521_v2_3",1572630,1574735,"UMAG_02015","hypothetical protein","Hypothetical","8920"
"KIS70871","USMA_521_v2_3",1574840,1575545,"UMAG_02016","hypothetical protein","Hypothetical","8921"
"KIS70872","USMA_521_v2_3",1575857,1576681,"UMAG_11390","hypothetical protein","Hypothetical","8922"
"KIS70873","USMA_521_v2_3",1577125,1578568,"UMAG_02017","hypothetical protein","Hypothetical","8923"
"KIS70874","USMA_521_v2_3",1578772,1581225,"UMAG_02018","hypothetical protein","Hypothetical","8924"
"KIS70875","USMA_521_v2_3",1582055,1583455,"UMAG_02019","putative Chitin deacetylase","Putative","8925"
"KIS70876","USMA_521_v2_3",1585332,1586000,"UMAG_02020","hypothetical protein","Hypothetical","8926"
"KIS70877","USMA_521_v2_3",1586334,1587632,"UMAG_02021","hypothetical protein","Hypothetical","8927"
"KIS70878","USMA_521_v2_3",1588369,1591034,"UMAG_02022","hypothetical protein","Hypothetical","8928"
"KIS70879","USMA_521_v2_3",1593613,1595931,"UMAG_02023","hypothetical protein","Hypothetical","8929"
"KIS70880","USMA_521_v2_3",1596425,1598806,"UMAG_02024","hypothetical protein","Hypothetical","8930"
"KIS70881","USMA_521_v2_3",1599762,1600411,"UMAG_11391","hypothetical protein","Hypothetical","8931"
"KIS70882","USMA_521_v2_3",1600535,1601630,"UMAG_12178","hypothetical protein","Hypothetical","8932"
"KIS70883","USMA_521_v2_3",1602734,1603378,"UMAG_11392","hypothetical protein","Hypothetical","8933"
"KIS70884","USMA_521_v2_3",1604860,1607016,"UMAG_02028","hypothetical protein","Hypothetical","8934"
"KIS70885","USMA_521_v2_3",1614759,1615685,"UMAG_02031","hypothetical protein","Hypothetical","8935"
"KIS70886","USMA_521_v2_3",1616501,1617934,"UMAG_06507","hypothetical protein","Hypothetical","8936"
"KIS70887","USMA_521_v2_3",1618380,1619804,"UMAG_06508","hypothetical protein","Hypothetical","8937"
"KIS70888","USMA_521_v2_3",1620320,1622692,"UMAG_06509","hypothetical protein","Hypothetical","8938"
"KIS70889","USMA_521_v2_3",1622926,1624269,"UMAG_06485","hypothetical protein","Hypothetical","8939"
"KIS70890","USMA_521_v2_3",1625415,1627434,"UMAG_12341","hypothetical protein","Hypothetical","8940"
"KIS70891","USMA_521_v2_3",1627746,1630271,"UMAG_06487","hypothetical protein","Hypothetical","8941"
"KIS70892","USMA_521_v2_3",1631080,1632633,"UMAG_06470","hypothetical protein","Hypothetical","8942"
"KIS70893","USMA_521_v2_3",1632875,1634874,"UMAG_12051","hypothetical protein","Hypothetical","8943"
"KIS70894","USMA_521_v2_3",1635473,1636633,"UMAG_06472","hypothetical protein","Hypothetical","8944"
"KIS70895","USMA_521_v2_3",1637342,1639039,"UMAG_06473","hypothetical protein","Hypothetical","8945"
"KIS70896","USMA_521_v2_3",1639598,1640203,"UMAG_06474","hypothetical protein","Hypothetical","8946"
"KIS70897","USMA_521_v2_3",1640406,1640726,"UMAG_06475","hypothetical protein","Hypothetical","8947"
"KIS70898","USMA_521_v2_3",1641500,1642057,"UMAG_06476","hypothetical protein","Hypothetical","8948"
"KIS68290","USMA_521_v2_9",333,1019,"UMAG_11064","hypothetical protein","Hypothetical","10667"
"KIS68291","USMA_521_v2_9",1263,1886,"UMAG_11065","hypothetical protein","Hypothetical","10668"
"KIS68292","USMA_521_v2_9",2298,2987,"UMAG_11066","hypothetical protein","Hypothetical","10669"
"KIS68293","USMA_521_v2_9",3495,4106,"UMAG_03392","hypothetical protein","Hypothetical","10670"
"KIS68294","USMA_521_v2_9",5222,5713,"UMAG_03393","hypothetical protein","Hypothetical","10671"
"KIS68295","USMA_521_v2_9",5960,8836,"UMAG_03394","hypothetical protein","Hypothetical","10672"
"KIS68295","USMA_521_v2_9",5960,8836,"UMAG_03394","hypothetical protein","Hypothetical","12974"
"KIS68296","USMA_521_v2_9",9601,9909,"UMAG_03395","hypothetical protein","Hypothetical","10673"
"KIS68297","USMA_521_v2_9",10280,12949,"UMAG_03396","hypothetical protein","Hypothetical","10674"
"KIS68298","USMA_521_v2_9",13883,15544,"UMAG_03397","hypothetical protein","Hypothetical","10675"
"KIS68299","USMA_521_v2_9",17198,18403,"UMAG_03398","hypothetical protein","Hypothetical","10676"
"KIS68300","USMA_521_v2_9",18661,20910,"UMAG_11067","putative catalase 2","Putative","10677"
"KIS68301","USMA_521_v2_9",22405,24039,"UMAG_03400","hypothetical protein","Hypothetical","10678"
"KIS68302","USMA_521_v2_9",25487,27595,"UMAG_11068","hypothetical protein","Hypothetical","10679"
"KIS68303","USMA_521_v2_9",29107,30555,"UMAG_03402","Indole-3-acetaldehyde dehydrogenase","Annotated","10680"
"KIS68304","USMA_521_v2_9",31391,35074,"UMAG_03403","hypothetical protein","Hypothetical","10681"
"KIS68305","USMA_521_v2_9",36098,37963,"UMAG_03404","hypothetical protein","Hypothetical","10682"
"KIS68306","USMA_521_v2_9",38711,39698,"UMAG_12229","hypothetical protein","Hypothetical","10683"
"KIS68307","USMA_521_v2_9",39955,40611,"UMAG_03406","hypothetical protein","Hypothetical","10684"
"KIS68308","USMA_521_v2_9",41321,43299,"UMAG_03407","hypothetical protein","Hypothetical","10685"
"KIS68309","USMA_521_v2_9",43548,44996,"UMAG_03408","hypothetical protein","Hypothetical","10686"
"KIS68310","USMA_521_v2_9",46868,48238,"UMAG_03409","hypothetical protein","Hypothetical","10687"
"KIS68311","USMA_521_v2_9",51232,52709,"UMAG_11070","putative lipase precursor","Putative","10688"
"KIS68312","USMA_521_v2_9",53059,54262,"UMAG_03411","putative endo-1,4-beta-xylanase","Putative","10689"
"KIS68313","USMA_521_v2_9",57435,57986,"UMAG_03412","hypothetical protein","Hypothetical","10690"
"KIS68314","USMA_521_v2_9",58434,59900,"UMAG_03413","hypothetical protein","Hypothetical","10691"
"KIS68315","USMA_521_v2_9",60333,63014,"UMAG_03414","putative xylulose-5-phosphate/fructose-6-phosphate phosphoketolase","Putative","10692"
"KIS68316","USMA_521_v2_9",63773,65584,"UMAG_03415","hypothetical protein","Hypothetical","10693"
"KIS68317","USMA_521_v2_9",66490,67638,"UMAG_03416","putative carbon source-regulated protein (arabinase)","Putative","10694"
"KIS68318","USMA_521_v2_9",68105,70060,"UMAG_03417","putative acetamidase","Putative","10695"
"KIS68319","USMA_521_v2_9",73227,77300,"UMAG_03418","hypothetical protein","Hypothetical","10696"
"KIS68320","USMA_521_v2_9",78531,82406,"UMAG_03419","hypothetical protein","Hypothetical","10697"
"KIS68321","USMA_521_v2_9",83183,84454,"UMAG_11071","hypothetical protein","Hypothetical","10698"
"KIS68322","USMA_521_v2_9",84690,87908,"UMAG_03421","hypothetical protein","Hypothetical","10699"
"KIS68323","USMA_521_v2_9",88357,89853,"UMAG_03422","hypothetical protein","Hypothetical","10700"
"KIS68324","USMA_521_v2_9",91256,92035,"UMAG_11072","hypothetical protein","Hypothetical","10701"
"KIS68325","USMA_521_v2_9",93182,95641,"UMAG_11073","hypothetical protein","Hypothetical","10702"
"KIS68326","USMA_521_v2_9",95924,96718,"UMAG_03424","hypothetical protein","Hypothetical","10703"
"KIS68327","USMA_521_v2_9",97271,99088,"UMAG_03425","hypothetical protein","Hypothetical","10704"
"KIS68328","USMA_521_v2_9",99565,103188,"UMAG_11074","hypothetical protein","Hypothetical","10705"
"KIS68329","USMA_521_v2_9",104302,105708,"UMAG_11075","hypothetical protein","Hypothetical","10706"
"KIS68330","USMA_521_v2_9",106025,108424,"UMAG_11076","hypothetical protein","Hypothetical","10707"
"KIS68331","USMA_521_v2_9",108655,110157,"UMAG_11077","hypothetical protein","Hypothetical","10708"
"KIS68332","USMA_521_v2_9",112872,113587,"UMAG_11078","hypothetical protein","Hypothetical","10709"
"KIS68333","USMA_521_v2_9",115769,118843,"UMAG_03431","hypothetical protein","Hypothetical","10710"
"KIS68334","USMA_521_v2_9",119898,120182,"UMAG_11079","hypothetical protein","Hypothetical","10711"
"KIS68335","USMA_521_v2_9",120428,120769,"UMAG_11080","hypothetical protein","Hypothetical","10712"
"KIS68336","USMA_521_v2_9",121934,122261,"UMAG_11081","hypothetical protein","Hypothetical","10713"
"KIS68337","USMA_521_v2_9",124542,126080,"UMAG_03433","hypothetical protein","Hypothetical","10714"
"KIS68338","USMA_521_v2_9",126285,129137,"UMAG_03434","hypothetical protein","Hypothetical","10715"
"KIS68339","USMA_521_v2_9",129863,132493,"UMAG_03435","hypothetical protein","Hypothetical","10716"
"KIS68340","USMA_521_v2_9",132886,134571,"UMAG_03436","hypothetical protein","Hypothetical","10717"
"KIS68341","USMA_521_v2_9",136530,138758,"UMAG_03437","hypothetical protein","Hypothetical","10718"
"KIS68342","USMA_521_v2_9",140478,142766,"UMAG_10438","hypothetical protein","Hypothetical","10719"
"KIS68343","USMA_521_v2_9",143381,144134,"UMAG_03439","hypothetical protein","Hypothetical","10720"
"KIS68344","USMA_521_v2_9",144651,145358,"UMAG_03440","hypothetical protein","Hypothetical","10721"
"KIS68345","USMA_521_v2_9",149932,150940,"UMAG_10439","hypothetical protein","Hypothetical","10722"
"KIS68346","USMA_521_v2_9",151640,153355,"UMAG_03442","hypothetical protein","Hypothetical","10723"
"KIS68347","USMA_521_v2_9",154095,154728,"UMAG_03443","hypothetical protein","Hypothetical","10724"
"KIS68348","USMA_521_v2_9",154864,156117,"UMAG_10440","hypothetical protein","Hypothetical","10725"
"KIS68349","USMA_521_v2_9",156892,157830,"UMAG_10441","putative SNAP receptor","Putative","10726"
"KIS68350","USMA_521_v2_9",158697,159403,"UMAG_03445","hypothetical protein","Hypothetical","10727"
"KIS68351","USMA_521_v2_9",160996,162699,"UMAG_03446","putative protein kinase DBF2","Putative","10728"
"KIS68352","USMA_521_v2_9",163900,164739,"UMAG_10442","hypothetical protein","Hypothetical","10729"
"KIS68353","USMA_521_v2_9",165401,167773,"UMAG_03448","hypothetical protein","Hypothetical","10730"
"KIS68354","USMA_521_v2_9",168737,169960,"UMAG_03449","septin 3","Annotated","10731"
"KIS68355","USMA_521_v2_9",170371,171097,"UMAG_03450","hypothetical protein","Hypothetical","10732"
"KIS68356","USMA_521_v2_9",172056,173240,"UMAG_03451","hypothetical protein","Hypothetical","10733"
"KIS68357","USMA_521_v2_9",173716,174057,"UMAG_10443","hypothetical protein","Hypothetical","10734"
"KIS68358","USMA_521_v2_9",174106,175285,"UMAG_12230","hypothetical protein","Hypothetical","10735"
"KIS68359","USMA_521_v2_9",175863,176973,"UMAG_10444","putative nitrilase","Putative","10736"
"KIS68360","USMA_521_v2_9",178190,183172,"UMAG_03454","hypothetical protein","Hypothetical","10737"
"KIS68361","USMA_521_v2_9",184018,185685,"UMAG_10445","hypothetical protein","Hypothetical","10738"
"KIS68362","USMA_521_v2_9",186121,187476,"UMAG_03456","hypothetical protein","Hypothetical","10739"
"KIS68363","USMA_521_v2_9",190476,191759,"UMAG_03458","hypothetical protein","Hypothetical","10740"
"KIS68364","USMA_521_v2_9",192058,192486,"UMAG_12231","hypothetical protein","Hypothetical","10741"
"KIS68365","USMA_521_v2_9",192680,194920,"UMAG_03459","hypothetical protein","Hypothetical","10742"
"KIS68366","USMA_521_v2_9",195561,196418,"UMAG_03460","hypothetical protein","Hypothetical","10743"
"KIS68367","USMA_521_v2_9",197238,198386,"UMAG_03461","hypothetical protein","Hypothetical","10744"
"KIS68368","USMA_521_v2_9",198756,199308,"UMAG_03462","hypothetical protein","Hypothetical","10745"
"KIS68369","USMA_521_v2_9",200673,205649,"UMAG_03463","hypothetical protein","Hypothetical","10746"
"KIS68370","USMA_521_v2_9",207134,208513,"UMAG_03464","hypothetical protein","Hypothetical","10747"
"KIS68371","USMA_521_v2_9",208641,210614,"UMAG_03465","hypothetical protein","Hypothetical","10748"
"KIS68372","USMA_521_v2_9",211384,213519,"UMAG_03466","hypothetical protein","Hypothetical","10749"
"KIS68373","USMA_521_v2_9",214014,214913,"UMAG_03467","hypothetical protein","Hypothetical","10750"
"KIS68374","USMA_521_v2_9",216004,216807,"UMAG_03468","hypothetical protein","Hypothetical","10751"
"KIS68375","USMA_521_v2_9",217059,220844,"UMAG_03469","hypothetical protein","Hypothetical","10752"
"KIS68376","USMA_521_v2_9",221630,225547,"UMAG_03470","hypothetical protein","Hypothetical","10753"
"KIS68377","USMA_521_v2_9",227771,230794,"UMAG_03471","hypothetical protein","Hypothetical","10754"
"KIS68378","USMA_521_v2_9",232306,232963,"UMAG_03472","hypothetical protein","Hypothetical","10755"
"KIS68379","USMA_521_v2_9",233244,236888,"UMAG_03473","hypothetical protein","Hypothetical","10756"
"KIS68380","USMA_521_v2_9",239268,240921,"UMAG_03474","hypothetical protein","Hypothetical","10757"
"KIS68381","USMA_521_v2_9",241900,243789,"UMAG_03475","putative Na+/phosphate co-transporter","Putative","10758"
"KIS68382","USMA_521_v2_9",245400,246581,"UMAG_03476","hypothetical protein","Hypothetical","10759"
"KIS68383","USMA_521_v2_9",247401,251300,"UMAG_03477","hypothetical protein","Hypothetical","10760"
"KIS68384","USMA_521_v2_9",251444,252808,"UMAG_03478","hypothetical protein","Hypothetical","10761"
"KIS68385","USMA_521_v2_9",253325,259950,"UMAG_10446","hypothetical protein","Hypothetical","10762"
"KIS68386","USMA_521_v2_9",262330,263400,"UMAG_03480","hypothetical protein","Hypothetical","10763"
"KIS68387","USMA_521_v2_9",263484,265970,"UMAG_03481","hypothetical protein","Hypothetical","10764"
"KIS68388","USMA_521_v2_9",267691,269263,"UMAG_10447","hypothetical protein","Hypothetical","10765"
"KIS68389","USMA_521_v2_9",270122,270547,"UMAG_03483","hypothetical protein","Hypothetical","10766"
"KIS68390","USMA_521_v2_9",273243,274731,"UMAG_10448","putative clathrin assembly protein AP47","Putative","10767"
"KIS68391","USMA_521_v2_9",274956,275483,"UMAG_03485","hypothetical protein","Hypothetical","10768"
"KIS68392","USMA_521_v2_9",276383,277468,"UMAG_03486","hypothetical protein","Hypothetical","10769"
"KIS68393","USMA_521_v2_9",277921,279222,"UMAG_03487","hypothetical protein","Hypothetical","10770"
"KIS68394","USMA_521_v2_9",281539,282865,"UMAG_11082","hypothetical protein","Hypothetical","10771"
"KIS68395","USMA_521_v2_9",284622,285275,"UMAG_11083","hypothetical protein","Hypothetical","10772"
"KIS68396","USMA_521_v2_9",285594,288989,"UMAG_11084","putative voltage-gated chloride channel (clc-a)","Putative","10773"
"KIS68397","USMA_521_v2_9",289490,291145,"UMAG_11085","hypothetical protein","Hypothetical","10774"
"KIS68398","USMA_521_v2_9",291817,292968,"UMAG_11086","hypothetical protein","Hypothetical","10775"
"KIS68399","USMA_521_v2_9",293865,295853,"UMAG_11087","hypothetical protein","Hypothetical","10776"
"KIS68400","USMA_521_v2_9",296339,297259,"UMAG_03491","hypothetical protein","Hypothetical","10777"
"KIS68401","USMA_521_v2_9",297509,300643,"UMAG_11088","hypothetical protein","Hypothetical","10778"
"KIS68402","USMA_521_v2_9",302139,302906,"UMAG_03493","hypothetical protein","Hypothetical","10779"
"KIS68403","USMA_521_v2_9",304788,306743,"UMAG_03494","mRNA polyadenylate-binding protein PAB1","Annotated","10780"
"KIS68404","USMA_521_v2_9",307387,308328,"UMAG_03495","putative PNO1 protein","Putative","10781"
"KIS68405","USMA_521_v2_9",309235,311616,"UMAG_03496","hypothetical protein","Hypothetical","10782"
"KIS68406","USMA_521_v2_9",312211,313057,"UMAG_03497","hypothetical protein","Hypothetical","10783"
"KIS68407","USMA_521_v2_9",315119,317563,"UMAG_03498","hypothetical protein","Hypothetical","10784"
"KIS68408","USMA_521_v2_9",318907,319947,"UMAG_11089","hypothetical protein","Hypothetical","10785"
"KIS68409","USMA_521_v2_9",320296,322233,"UMAG_11090","hypothetical protein","Hypothetical","10786"
"KIS68410","USMA_521_v2_9",323237,325906,"UMAG_11091","hypothetical protein","Hypothetical","10787"
"KIS68411","USMA_521_v2_9",326233,330789,"UMAG_03501","putative DNA topoisomerase II","Putative","10788"
"KIS68412","USMA_521_v2_9",331953,334400,"UMAG_12232","hypothetical protein","Hypothetical","10789"
"KIS68413","USMA_521_v2_9",334784,335590,"UMAG_11092","putative prohibitin subunit PHB1","Putative","10790"
"KIS68414","USMA_521_v2_9",335840,336908,"UMAG_03504","hypothetical protein","Hypothetical","10791"
"KIS68415","USMA_521_v2_9",337301,343138,"UMAG_03505","hypothetical protein","Hypothetical","10792"
"KIS68416","USMA_521_v2_9",343298,344437,"UMAG_03506","hypothetical protein","Hypothetical","10793"
"KIS68417","USMA_521_v2_9",346598,348121,"UMAG_03507","hypothetical protein","Hypothetical","10794"
"KIS68418","USMA_521_v2_9",352011,353546,"UMAG_03508","hypothetical protein","Hypothetical","10795"
"KIS68419","USMA_521_v2_9",354521,356310,"UMAG_11782","hypothetical protein","Hypothetical","10796"
"KIS68420","USMA_521_v2_9",356711,358651,"UMAG_11093","hypothetical protein","Hypothetical","10797"
"KIS68421","USMA_521_v2_9",359436,360291,"UMAG_11094","hypothetical protein","Hypothetical","10798"
"KIS68421","USMA_521_v2_9",359436,360291,"UMAG_11094","hypothetical protein","Hypothetical","12706"
"KIS68422","USMA_521_v2_9",362743,363375,"UMAG_03511","ribosomal 40S subunit protein S8","Annotated","10799"
"KIS68423","USMA_521_v2_9",363923,367204,"UMAG_11095","putative valine--tRNA ligase","Putative","10800"
"KIS68424","USMA_521_v2_9",368422,369246,"UMAG_03513","hypothetical protein","Hypothetical","10801"
"KIS68425","USMA_521_v2_9",369448,373023,"UMAG_03514","hypothetical protein","Hypothetical","10802"
"KIS68426","USMA_521_v2_9",374024,375739,"UMAG_03515","hypothetical protein","Hypothetical","10803"
"KIS68427","USMA_521_v2_9",375904,377273,"UMAG_12233","hypothetical protein","Hypothetical","10804"
"KIS68428","USMA_521_v2_9",378123,378908,"UMAG_03517","hypothetical protein","Hypothetical","10805"
"KIS68429","USMA_521_v2_9",379606,383226,"UMAG_03518","hypothetical protein","Hypothetical","10806"
"KIS68430","USMA_521_v2_9",384070,385470,"UMAG_11096","hypothetical protein","Hypothetical","10807"
"KIS68431","USMA_521_v2_9",386782,389673,"UMAG_03520","hypothetical protein","Hypothetical","10808"
"KIS68432","USMA_521_v2_9",390276,392177,"UMAG_03521","hypothetical protein","Hypothetical","10809"
"KIS68433","USMA_521_v2_9",392394,394175,"UMAG_03522","hypothetical protein","Hypothetical","10810"
"KIS68434","USMA_521_v2_9",396400,397965,"UMAG_03523","putative aldehyde dehydrogenase","Putative","10811"
"KIS68435","USMA_521_v2_9",399475,401925,"UMAG_03524","hypothetical protein","Hypothetical","10812"
"KIS68436","USMA_521_v2_9",402955,406884,"UMAG_03525","hypothetical protein","Hypothetical","10813"
"KIS68437","USMA_521_v2_9",407194,407974,"UMAG_11097","hypothetical protein","Hypothetical","10814"
"KIS68438","USMA_521_v2_9",411242,412861,"UMAG_11098","putative glutamate--ammonia ligase","Putative","10815"
"KIS68439","USMA_521_v2_9",413460,416150,"UMAG_03528","hypothetical protein","Hypothetical","10816"
"KIS68440","USMA_521_v2_9",418018,419139,"UMAG_03529","hypothetical protein","Hypothetical","10817"
"KIS68441","USMA_521_v2_9",419737,420385,"UMAG_03530","hypothetical protein","Hypothetical","10818"
"KIS68442","USMA_521_v2_9",421339,423531,"UMAG_11099","putative methionyl-tRNA synthetase","Putative","10819"
"KIS68443","USMA_521_v2_9",423718,425274,"UMAG_03532","hypothetical protein","Hypothetical","10820"
"KIS68444","USMA_521_v2_9",427044,428033,"UMAG_03533","ribosomal 60S subunit protein L23","Annotated","10821"
"KIS68445","USMA_521_v2_9",428651,430246,"UMAG_11100","hypothetical protein","Hypothetical","10822"
"KIS68446","USMA_521_v2_9",431190,434447,"UMAG_03534","hypothetical protein","Hypothetical","10823"
"KIS68447","USMA_521_v2_9",436818,437584,"UMAG_03535","hypothetical protein","Hypothetical","10824"
"KIS68448","USMA_521_v2_9",444442,446326,"UMAG_03536","hypothetical protein","Hypothetical","10825"
"KIS68449","USMA_521_v2_9",447305,448447,"UMAG_03537","putative ornithine carbamoyltransferase precursor","Putative","10826"
"KIS68450","USMA_521_v2_9",449052,450582,"UMAG_03538","tryptophan amino transferase (transaminase)","Annotated","10827"
"KIS68451","USMA_521_v2_9",450790,451874,"UMAG_03539","hypothetical protein","Hypothetical","10828"
"KIS68452","USMA_521_v2_9",452496,454490,"UMAG_03540","hypothetical protein","Hypothetical","10829"
"KIS68453","USMA_521_v2_9",454731,457014,"UMAG_03541","hypothetical protein","Hypothetical","10830"
"KIS68454","USMA_521_v2_9",458849,460001,"UMAG_03542","hypothetical protein","Hypothetical","10831"
"KIS68455","USMA_521_v2_9",460550,461569,"UMAG_03543","hypothetical protein","Hypothetical","10832"
"KIS68456","USMA_521_v2_9",463180,470189,"UMAG_15005","putative bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase","Putative","9389"
"KIS68456","USMA_521_v2_9",463180,470189,"UMAG_15005","putative bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase","Putative","10833"
"KIS68457","USMA_521_v2_9",471352,472692,"UMAG_03544","hypothetical protein","Hypothetical","10834"
"KIS68458","USMA_521_v2_9",473138,473642,"UMAG_11731","hypothetical protein","Hypothetical","10835"
"KIS68459","USMA_521_v2_9",475871,476380,"UMAG_03546","hypothetical protein","Hypothetical","10836"
"KIS68460","USMA_521_v2_9",477798,481043,"UMAG_03547","hypothetical protein","Hypothetical","10837"
"KIS68461","USMA_521_v2_9",481488,482579,"UMAG_03548","hypothetical protein","Hypothetical","10838"
"KIS68462","USMA_521_v2_9",483599,487306,"UMAG_03549","hypothetical protein","Hypothetical","10839"
"KIS68463","USMA_521_v2_9",487946,489043,"UMAG_03550","hypothetical protein","Hypothetical","10840"
"KIS68464","USMA_521_v2_9",489806,491710,"UMAG_03551","hypothetical protein","Hypothetical","10841"
"KIS68465","USMA_521_v2_9",494269,494980,"UMAG_03552","hypothetical protein","Hypothetical","10842"
"KIS68466","USMA_521_v2_9",495277,496002,"UMAG_03553","hypothetical protein","Hypothetical","10843"
"KIS68467","USMA_521_v2_9",496457,497992,"UMAG_03554","hypothetical protein","Hypothetical","10844"
"KIS68468","USMA_521_v2_9",498104,500407,"UMAG_03555","putative glutamine-dependent NAD(+) synthetase","Putative","10845"
"KIS68469","USMA_521_v2_9",501324,501945,"UMAG_03556","hypothetical protein","Hypothetical","10846"
"KIS68470","USMA_521_v2_9",502127,505834,"UMAG_03557","hypothetical protein","Hypothetical","10847"
"KIS68471","USMA_521_v2_9",507348,510191,"UMAG_03558","hypothetical protein","Hypothetical","10848"
"KIS68472","USMA_521_v2_9",512341,513774,"UMAG_03559","hypothetical protein","Hypothetical","10849"
"KIS68473","USMA_521_v2_9",514388,515593,"UMAG_03560","hypothetical protein","Hypothetical","10850"
"KIS68474","USMA_521_v2_9",517031,519826,"UMAG_03561","hypothetical protein","Hypothetical","10851"
"KIS68475","USMA_521_v2_9",520373,520975,"UMAG_03562","hypothetical protein","Hypothetical","10852"
"KIS68476","USMA_521_v2_9",521275,522225,"UMAG_03563","hypothetical protein","Hypothetical","10853"
"KIS68477","USMA_521_v2_9",527674,528345,"UMAG_03564","hypothetical protein","Hypothetical","10854"
"KIS68478","USMA_521_v2_9",529711,530655,"UMAG_11732","hypothetical protein","Hypothetical","10855"
"KIS68479","USMA_521_v2_9",530809,533394,"UMAG_03565","hypothetical protein","Hypothetical","10856"
"KIS68480","USMA_521_v2_9",533632,535530,"UMAG_10571","hypothetical protein","Hypothetical","10857"
"KIS68481","USMA_521_v2_9",535673,536953,"UMAG_03567","hypothetical protein","Hypothetical","10858"
"KIS68482","USMA_521_v2_9",538056,541616,"UMAG_03568","hypothetical protein","Hypothetical","10859"
"KIS68483","USMA_521_v2_9",541919,544210,"UMAG_03569","hypothetical protein","Hypothetical","10860"
"KIS68484","USMA_521_v2_9",546548,549195,"UMAG_03570","hypothetical protein","Hypothetical","10861"
"KIS68485","USMA_521_v2_9",549941,551854,"UMAG_03571","acetyl-CoA C-acetyltransferase","Annotated","10862"
"KIS68486","USMA_521_v2_9",552033,553613,"UMAG_03572","hypothetical protein","Hypothetical","10863"
"KIS68487","USMA_521_v2_9",554071,555591,"UMAG_03573","hypothetical protein","Hypothetical","10864"
"KIS68488","USMA_521_v2_9",555921,557882,"UMAG_03574","hypothetical protein","Hypothetical","10865"
"KIS68489","USMA_521_v2_9",560243,562510,"UMAG_03575","hypothetical protein","Hypothetical","10866"
"KIS68490","USMA_521_v2_9",564318,568100,"UMAG_03576","hypothetical protein","Hypothetical","10867"
"KIS68491","USMA_521_v2_9",568406,569341,"UMAG_12234","putative Autophagy-related protein 12","Putative","10868"
"KIS68492","USMA_521_v2_9",570080,571943,"UMAG_10573","ribosomal 60S subunit protein L7","Annotated","10869"
"KIS68493","USMA_521_v2_9",572648,574534,"UMAG_10574","hypothetical protein","Hypothetical","10870"
"KIS68494","USMA_521_v2_9",575452,576744,"UMAG_03580","hypothetical protein","Hypothetical","10871"
"KIS68495","USMA_521_v2_9",577124,578938,"UMAG_10575","hypothetical protein","Hypothetical","10872"
"KIS68496","USMA_521_v2_9",578975,580889,"UMAG_10576","hypothetical protein","Hypothetical","10873"
"KIS68497","USMA_521_v2_9",581270,582310,"UMAG_03583","hypothetical protein","Hypothetical","10874"
"KIS68498","USMA_521_v2_9",582485,584047,"UMAG_03584","hypothetical protein","Hypothetical","10875"
"KIS68499","USMA_521_v2_9",586013,587068,"UMAG_03585","hypothetical protein","Hypothetical","10876"
"KIS68500","USMA_521_v2_9",588795,589100,"UMAG_03586","hypothetical protein","Hypothetical","10877"
"KIS68501","USMA_521_v2_9",592120,592439,"UMAG_12235","hypothetical protein","Hypothetical","10878"
"KIS68502","USMA_521_v2_9",593188,595338,"UMAG_03588","hypothetical protein","Hypothetical","10879"
"KIS68503","USMA_521_v2_9",596566,597150,"UMAG_11959","hypothetical protein","Hypothetical","10880"
"KIS68504","USMA_521_v2_9",597710,599992,"UMAG_03590","hypothetical protein","Hypothetical","10881"
"KIS68505","USMA_521_v2_9",600166,600981,"UMAG_12236","putative NADP(+)-dependent dehydrogenase","Putative","10882"
"KIS68506","USMA_521_v2_9",601686,603470,"UMAG_11960","hypothetical protein","Hypothetical","10883"
"KIS68507","USMA_521_v2_9",605503,606687,"UMAG_03593","putative sterol delta 5,6-desaturase","Putative","10884"
"KIS68508","USMA_521_v2_9",608552,609694,"UMAG_03595","hypothetical protein","Hypothetical","10885"
"KIS68509","USMA_521_v2_9",610186,611253,"UMAG_03596","hypothetical protein","Hypothetical","10886"
"KIS68510","USMA_521_v2_9",612952,614556,"UMAG_03597","hypothetical protein","Hypothetical","10887"
"KIS68511","USMA_521_v2_9",614843,616463,"UMAG_03598","hypothetical protein","Hypothetical","10888"
"KIS68512","USMA_521_v2_9",619142,620281,"UMAG_03599","putative septin CDC12","Putative","10889"
"KIS68513","USMA_521_v2_9",622871,623140,"UMAG_03601","hypothetical protein","Hypothetical","10890"
